mmsi,label,length,engine_power,tonnage,split,source
1,purse_seines,65.049999999999997,,1385.6666666666667,Training,clav_v10_processed;iattc;matched_mmsi_IATTC;wcpfc
100900012,unknown_not_fishing,,,,Training,rivervessels_20160502
10201,unknown_fishing,,,,Training,Trawlers in central Pacific
10421670,drifting_longlines|purse_seines,,,,Training,KristinaManualClassification;clav_v10_processed;iattc;matched_mmsi_IATTC
111111110,cargo,,,,Test,KnownVesselCargoTanker
111219507,unknown_not_fishing,,,,Training,verify5and24_20160502
111224509,unknown_not_fishing,,,,Training,verify5and24_20160502
123450020,purse_seines,,,,Training,KristinaManualClassification;NE Pacific Validation
123450800,purse_seines,,,,Test,KristinaManualClassification
123456789,purse_seines,62.283333333333339,,881.0,Test,clav_v10_processed;iattc;matched_mmsi_IATTC;rivervessels_20160502
12347,unknown_fishing,,,,Training,Trawlers in central Pacific
13060,unknown_fishing,,,,Training,Trawlers in central Pacific
150202717,cargo,,,,Test,Maybe Reefers
200000001,unknown_fishing,21.0,,55.0,Training,clav_v10_processed
200001140,reefer,77.0,,1588.0,Training,clav_v10_processed;iattc;matched_mmsi_IATTC;wcpfc
200001653,unknown_fishing,,,,Training,Problem Vessels 2
200008650,drifting_longlines,37.079999999999998,,265.0,Training,NE Pacific Validation;clav_v10_processed;iattc;matched_mmsi_IATTC;wcpfc
201100153,purse_seines,34.799999999999997,,64.0,Training,clav_v10_processed
201851,drifting_longlines,33.899999999999999,810.0,271.0,Test,clav_v10_processed;wcpfc
203226200,passenger,,,,Training,KristinaManualClassification
203310200,passenger,,,,Training,AlexWManualNonFishing
203745200,passenger,,,,Training,KristinaManualClassification
203999329,unknown_not_fishing,,,,Training,rivervessels_20160502
203999351,passenger,,,,Training,verify5and24_20160502
203999358,unknown_not_fishing,,,,Training,verify5and24_20160502
203999394,passenger,,,,Training,verify5and24_20160502
203999396,passenger,,,,Training,rivervessels_20160502
203999399,passenger,,,,Training,rivervessels_20160502
204041000,set_gillnets,20.0,268.44999999999999,89.090000000000003,Test,eu_processed
204201240,pole_and_line,26.5,456.00999999999999,149.97999999999999,Test,eu_processed
204201270,set_longlines,15.0,172.84,51.719999999999999,Test,eu_processed
204201360,pots_and_traps|set_longlines,29.460000000000001,456.0,224.0,Training,eu_processed
204201560,pole_and_line,25.399999999999999,441.30000000000001,138.66,Training,clav_v10_processed;eu_processed
204202570,other_fishing|pole_and_line,9.1500000000000004,66.189999999999998,5.5300000000000002,Training,eu_processed
204202940,other_fishing|pole_and_line,11.949999999999999,95.609999999999999,13.09,Training,eu_processed
204203650,pole_and_line|set_longlines,15.35,264.76999999999998,42.219999999999999,Training,eu_processed
204203880,pole_and_line|set_longlines,9.0,132.38999999999999,4.5800000000000001,Training,eu_processed
204204280,pole_and_line|set_longlines,13.5,114.73999999999999,19.809999999999999,Training,eu_processed
204204560,pole_and_line,9.6500000000000004,132.38999999999999,8.2799999999999994,Test,eu_processed
204204780,pole_and_line|set_longlines,15.35,220.65000000000001,40.0,Training,eu_processed
204205960,pole_and_line|pots_and_traps,8.9800000000000004,74.0,4.7800000000000002,Training,eu_processed
204206740,drifting_longlines|pole_and_line,20.0,224.0,77.390000000000001,Training,clav_v10_processed;double_geartype_override;eu_processed
204206750,drifting_longlines|pole_and_line,16.199999999999999,221.0,42.200000000000003,Training,eu_processed
204206760,pole_and_line|set_longlines,16.199999999999999,221.0,42.200000000000003,Training,eu_processed
204208790,pole_and_line,24.0,361.0,98.319999999999993,Test,clav_v10_processed;eu_processed
204209570,other_fishing|pole_and_line,25.0,221.0,148.41999999999999,Training,clav_v10_processed;double_geartype_override;eu_processed
204209840,pole_and_line,20.0,258.0,86.769999999999996,Test,clav_v10_processed;eu_processed
204209890,pole_and_line|set_longlines,16.100000000000001,125.0,52.240000000000002,Training,double_geartype_override;eu_processed
204209950,pole_and_line|set_longlines,19.899999999999999,258.0,88.010000000000005,Training,eu_processed
204209960,drifting_longlines|pole_and_line,20.0,190.0,86.640000000000001,Training,clav_v10_processed;eu_processed
204210770,pole_and_line,14.0,96.0,22.190000000000001,Training,eu_processed
204211000,drifting_longlines,27.5075,350.0,225.0,Training,clav_v10_processed;eu_processed
204212000,drifting_longlines|set_gillnets|set_longlines,34.5,,273.0,Training,clav_v10_processed;double_geartype_override;eu_processed;iattc;matched_mmsi_IATTC;wcpfc
204213000,drifting_longlines,24.5,,158.86000000000001,Training,clav_v10_processed
204225000,drifting_longlines|set_longlines,25.359999999999999,339.0,154.0,Training,clav_v10_processed;double_geartype_override;eu_processed
204226000,drifting_longlines|set_longlines,27.199999999999999,441.0,232.69499999999999,Training,clav_v10_processed;eu_processed
204228000,drifting_longlines|set_gillnets,28.600000000000005,,228.0,Training,clav_v10_processed;eu_processed;iattc;matched_mmsi_IATTC;wcpfc
204229000,trawlers,28.199999999999999,588.39999999999998,249.0,Test,eu_processed
204232000,drifting_longlines,32.799999999999997,662.0,332.0,Test,clav_v10_processed;eu_processed
204233000,drifting_longlines|set_longlines,24.75,367.74000000000001,157.94,Training,clav_v10_processed;eu_processed
204235000,drifting_longlines|set_gillnets,28.100000000000001,514.84000000000003,238.26333333349999,Training,clav_v10_processed;eu_processed
204236000,set_longlines,23.0,261.0,123.3,Test,eu_processed
204237000,drifting_longlines|set_longlines,21.0,335.38999999999999,136.30000000000001,Training,eu_processed
204242000,set_gillnets,20.0,264.04000000000002,51.719999999999999,Test,eu_processed
204243000,trawlers,28.0,588.39999999999998,249.0,Training,eu_processed
204244000,trawlers,23.600000000000001,368.38,175.74000000000001,Training,eu_processed
204245000,purse_seines,19.0,278.75,53.969999999999999,Training,eu_processed
204248000,purse_seines|set_gillnets,21.140000000000001,323.62,66.349999999999994,Training,double_geartype_override;eu_processed
204255000,set_gillnets,20.0,235.36000000000001,86.890000000000001,Training,eu_processed
204257000,purse_seines|set_gillnets,21.5,323.62,63.539999999999999,Training,eu_processed
204259000,drifting_longlines,26.0,,183.48500000000001,Test,clav_v10_processed
204260000,trawlers,29.300000000000001,588.38999999999999,217.0,Test,eu_processed
204261000,purse_seines,22.699999999999999,312.58999999999997,68.579999999999998,Test,eu_processed
204263000,trawlers,23.600000000000001,445.18000000000001,179.53,Training,eu_processed
204264000,pole_and_line,25.399999999999999,,138.66,Training,clav_v10_processed
204266000,set_gillnets,15.06,161.81,21.989999999999998,Training,eu_processed
204269000,pots_and_traps|set_gillnets,17.32,183.88,34.939999999999998,Training,eu_processed
204270000,pots_and_traps|set_gillnets,15.34,102.97,23.780000000000001,Training,eu_processed
204274000,set_gillnets|set_longlines,18.800000000000001,220.65000000000001,35.359999999999999,Training,eu_processed
204275000,pots_and_traps|set_gillnets,16.75,135.0,27.920000000000002,Training,eu_processed
204277000,set_gillnets,18.699999999999999,175.90000000000001,36.759999999999998,Test,eu_processed
204285000,pole_and_line|set_longlines,18.75,198.0,38.880000000000003,Training,double_geartype_override;eu_processed
204287000,pole_and_line,29.899999999999999,625.17999999999995,186.43000000000001,Test,clav_v10_processed;eu_processed
204708000,cargo|reefer,100.59999999999999,,4450.0,Training,KnownVesselCargoTanker;clav_v10_processed
204807000,pole_and_line,28.100000000000001,368.0,134.0,Test,clav_v10_processed;eu_processed
204810000,pole_and_line,28.100000000000001,,135.0,Training,clav_v10_processed
204811000,drifting_longlines|set_gillnets,50.751249999999999,1177.0,764.0,Training,clav_v10_processed;iattc;matched_mmsi_IATTC;wcpfc
204813000,drifting_longlines|set_longlines,28.0,368.0,215.0,Training,clav_v10_processed;eu_processed
204814000,drifting_longlines|set_longlines,28.100000000000001,441.30000000000001,215.0,Training,clav_v10_processed;eu_processed
204815000,drifting_longlines|pole_and_line,28.100000000000001,368.0,184.0,Training,clav_v10_processed;eu_processed
204819000,drifting_longlines,24.199999999999999,367.74000000000001,188.0,Training,eu_processed
204820000,trawlers,84.939999999999998,2684.5,2251.0,Training,eu_processed
204824000,pole_and_line|set_longlines,30.170000000000002,496.44999999999999,145.0,Training,eu_processed
204826000,pole_and_line,31.140000000000001,500.13,166.0,Test,clav_v10_processed;eu_processed
204827000,pole_and_line,30.800000000000001,,155.0,Test,clav_v10_processed
204829000,pole_and_line|pots_and_traps,25.41,441.29000000000002,116.0,Training,clav_v10_processed;eu_processed
204834000,pole_and_line,29.25,,145.0,Test,clav_v10_processed
204835000,pole_and_line,28.100000000000001,368.0,134.0,Test,clav_v10_processed;eu_processed
204838000,pole_and_line,28.100000000000001,441.29000000000002,134.0,Training,clav_v10_processed;eu_processed
204848000,pots_and_traps|set_longlines,29.460000000000001,458.94999999999999,167.0,Training,double_geartype_override;eu_processed
204851000,pole_and_line,25.399999999999999,,138.52000000000001,Test,clav_v10_processed
204853000,drifting_longlines|set_longlines,24.899999999999999,485.42000000000002,178.41999999999999,Training,clav_v10_processed;eu_processed
204856000,drifting_longlines|set_longlines,29.460000000000001,456.0,171.0,Training,clav_v10_processed;eu_processed
204858000,pole_and_line,29.460000000000001,461.27999999999997,171.0,Training,clav_v10_processed;eu_processed
204862000,drifting_longlines,37.700000000000003,,319.0,Test,clav_v10_processed;eu_processed;iattc;matched_mmsi_IATTC;wcpfc
205008600,tanker,,,,Test,KnownVesselCargoTanker
205017000,trawlers,23.940000000000001,218.0,94.0,Training,eu_processed
205026000,trawlers,18.140000000000001,221.0,55.0,Training,eu_processed
205037800,unknown_not_fishing,,,,Training,verify5and24_20160502
205045800,tanker,,,,Test,KnownVesselCargoTanker
205051000,unknown_not_fishing,,,,Training,verify5and24_20160502
205059000,trawlers,38.310000000000002,1200.0,387.0,Training,eu_processed
205062000,unknown_not_fishing,,,,Training,verify5and24_20160502
205101000,set_gillnets,21.530000000000001,598.0,133.0,Test,eu_processed
205106000,trawlers,33.670000000000002,1200.0,273.0,Training,eu_processed
205114000,unknown_not_fishing,,,,Training,verify5and24_20160502
205128000,trawlers,23.989999999999998,221.0,102.0,Test,eu_processed
205146000,unknown_not_fishing,,,,Training,verify5and24_20160502
205148000,trawlers,23.82,221.0,104.0,Training,eu_processed
205149000,trawlers,32.5,1163.0,251.0,Test,eu_processed
205150000,trawlers,27.199999999999999,221.0,100.0,Test,eu_processed
205153000,trawlers,37.200000000000003,1122.0,275.0,Training,eu_processed
205155000,trawlers,34.899999999999999,765.0,284.0,Training,eu_processed
205161000,other_fishing|trawlers,29.800000000000001,1062.0,252.0,Training,eu_processed
205162000,trawlers,37.869999999999997,1200.0,385.0,Training,eu_processed
205169000,trawlers,37.810000000000002,1200.0,384.0,Training,eu_processed
205170000,trawlers,37.090000000000003,1200.0,366.0,Training,eu_processed
205191000,trawlers,23.940000000000001,221.0,139.0,Training,eu_processed
205192000,trawlers,38.93,1200.0,372.0,Training,eu_processed
205197000,trawlers,37.880000000000003,1080.0,311.0,Training,eu_processed
205198000,trawlers,37.829999999999998,706.0,388.0,Training,eu_processed
205203390,tug,,,,Training,PyBossaNonFishing;verify5and24_20160502
205212000,unknown_not_fishing,,,,Training,verify5and24_20160502
205212390,tanker,,,,Training,KnownVesselCargoTanker
205226410,passenger,,,,Training,KristinaManualClassification
205227000,trawlers,37.780000000000001,1200.0,388.0,Training,eu_processed
205229090,tanker,,,,Test,KnownVesselCargoTanker
205232000,trawlers,23.850000000000001,221.0,138.0,Test,eu_processed
205236000,trawlers,23.940000000000001,221.0,130.0,Test,eu_processed
205237000,trawlers,37.829999999999998,1200.0,389.0,Test,eu_processed
205237290,tanker,,,,Test,KnownVesselCargoTanker
205239000,trawlers,30.699999999999999,852.0,159.0,Training,eu_processed
205240000,other_fishing|trawlers,38.219999999999999,1200.0,384.0,Training,eu_processed
205241000,trawlers,32.32,551.0,336.0,Test,eu_processed
205243000,trawlers,37.810000000000002,1200.0,385.0,Test,eu_processed
205245890,tanker,,,,Training,KnownVesselCargoTanker
205245990,tanker,,,,Training,KnownVesselCargoTanker
205246000,trawlers,37.960000000000001,1200.0,388.0,Training,eu_processed
205247090,tanker,,,,Training,KnownVesselCargoTanker
205247700,tanker,,,,Test,KnownVesselCargoTanker
205252690,tug,,,,Test,PyBossaNonFishing;verify5and24_20160502
205256290,cargo,,,,Test,KnownVesselCargoTanker
205257010,passenger,,,,Training,KristinaManualClassification
205258000,trawlers,23.989999999999998,221.0,109.0,Training,eu_processed
205258890,cargo,,,,Training,KnownVesselCargoTanker
205261000,trawlers,22.940000000000001,221.0,84.0,Test,eu_processed
205262000,trawlers,34.799999999999997,1200.0,236.0,Test,eu_processed
205263390,cargo,,,,Test,KnownVesselCargoTanker
205264000,trawlers,21.91,220.0,56.0,Test,eu_processed
205264290,tug,,,,Test,PyBossaNonFishing;verify5and24_20160502
205265000,trawlers,23.82,221.0,69.0,Training,eu_processed
205267669,cargo,,,,Training,KnownVesselCargoTanker
205269000,trawlers,16.800000000000001,184.0,33.0,Training,eu_processed
205269190,passenger,,,,Training,AlexWManualNonFishing
205271000,set_gillnets|trawlers,17.0,142.0,33.0,Training,eu_processed
205272000,trawlers,22.32,221.0,68.0,Training,eu_processed
205273990,tug,,,,Training,PyBossaNonFishing;verify5and24_20160502
205275000,trawlers,34.799999999999997,1200.0,254.0,Test,eu_processed
205277000,trawlers,30.579999999999998,722.0,217.0,Training,eu_processed
205278000,trawlers,33.530000000000001,1026.0,233.0,Test,eu_processed
205281000,trawlers,20.010000000000002,221.0,57.0,Test,eu_processed
205284000,trawlers,34.899999999999999,1200.0,284.0,Training,eu_processed
205284690,cargo,,,,Training,KnownVesselCargoTanker
205284990,tanker,,,,Training,KnownVesselCargoTanker
205285000,trawlers,19.350000000000001,221.0,66.0,Training,eu_processed
205285590,cargo,,,,Training,KnownVesselCargoTanker
205286000,trawlers,23.75,221.0,99.0,Test,eu_processed
205286790,cargo,,,,Training,KnownVesselCargoTanker
205289990,cargo,,,,Training,KnownVesselCargoTanker
205291000,trawlers,23.82,221.0,70.0,Test,eu_processed
205293000,trawlers,20.039999999999999,219.0,68.0,Test,eu_processed
205293390,tanker,,,,Test,KnownVesselCargoTanker
205294000,trawlers,21.0,221.0,62.0,Test,eu_processed
205295690,tanker,,,,Training,KnownVesselCargoTanker
205296000,trawlers,23.989999999999998,221.0,60.0,Test,eu_processed
205298990,tanker,,,,Test,KnownVesselCargoTanker
205300690,tanker,,,,Test,KnownVesselCargoTanker
205301290,tanker,,,,Training,KnownVesselCargoTanker
205303000,trawlers,37.799999999999997,1200.0,390.0,Test,eu_processed
205306000,trawlers,37.789999999999999,1200.0,386.0,Training,eu_processed
205307000,set_gillnets,21.079999999999998,220.0,67.0,Training,eu_processed
205308000,trawlers,21.390000000000001,213.0,53.0,Training,eu_processed
205311000,set_gillnets,12.68,471.0,18.0,Test,eu_processed
205311190,tanker,,,,Training,KnownVesselCargoTanker
205315000,trawlers,21.969999999999999,221.0,44.0,Training,eu_processed
205316000,trawlers,36.109999999999999,942.0,351.0,Test,eu_processed
205320000,trawlers,23.98,221.0,95.0,Test,eu_processed
205321000,trawlers,37.450000000000003,1200.0,385.0,Training,eu_processed
205322000,trawlers,37.890000000000001,959.0,385.0,Test,eu_processed
205323000,trawlers,17.0,221.0,42.0,Training,eu_processed
205325000,trawlers,33.18,221.0,143.0,Test,eu_processed
205325390,cargo,,,,Training,KnownVesselCargoTanker
205327000,set_gillnets|trawlers,12.4,220.0,22.0,Training,eu_processed
205328000,trawlers,19.0,216.0,37.0,Test,eu_processed
205330790,unknown_not_fishing,,,,Training,verify5and24_20160502
205333000,trawlers,37.719999999999999,942.0,396.0,Test,eu_processed
205334890,cargo,,,,Training,KnownVesselCargoTanker
205335490,cargo,,,,Training,KnownVesselCargoTanker
205336000,trawlers,23.829999999999998,221.0,140.0,Training,eu_processed
205338490,tanker,,,,Test,KnownVesselCargoTanker
205340890,cargo,,,,Test,KnownVesselCargoTanker
205344390,tanker,,,,Test,KnownVesselCargoTanker
205345000,trawlers,37.810000000000002,1181.0,385.0,Training,eu_processed
205346000,trawlers,23.989999999999998,221.0,102.0,Test,eu_processed
205346790,tanker,,,,Test,KnownVesselCargoTanker
205347300,tanker,,,,Test,KnownVesselCargoTanker
205349890,tanker,,,,Test,KnownVesselCargoTanker
205351390,tanker,,,,Test,KnownVesselCargoTanker
205356700,cargo,,,,Training,KnownVesselCargoTanker
