mmsi,start_time,end_time,is_fishing
212857000,1.36E+09,1.36E+09,1
214182223,1.40E+09,1.40E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
214182223,1.43E+09,1.43E+09,1
229587000,1.41E+09,1.41E+09,1
229644000,1.39E+09,1.39E+09,1
229738000,1.45E+09,1.45E+09,1
229738000,1.45E+09,1.45E+09,1
245317000,1.40E+09,1.40E+09,1
245317000,1.40E+09,1.40E+09,1
245317000,1.40E+09,1.40E+09,1
245317000,1.40E+09,1.40E+09,1
245317000,1.41E+09,1.41E+09,1
245973000,1.43E+09,1.43E+09,1
258818000,1.40E+09,1.40E+09,1
258818000,1.41E+09,1.41E+09,1
258818000,1.41E+09,1.41E+09,1
273148810,1.43E+09,1.43E+09,1
273148810,1.43E+09,1.43E+09,1
273148810,1.43E+09,1.43E+09,1
273148810,1.43E+09,1.43E+09,1
273148810,1.43E+09,1.43E+09,1
273148810,1.43E+09,1.43E+09,1
273148810,1.43E+09,1.43E+09,1
273148810,1.43E+09,1.43E+09,1
273148810,1.43E+09,1.43E+09,1
273148810,1.43E+09,1.43E+09,1
273148810,1.44E+09,1.44E+09,1
273148810,1.44E+09,1.44E+09,1
273148810,1.45E+09,1.45E+09,1
273148810,1.45E+09,1.45E+09,1
273148810,1.45E+09,1.45E+09,1
273148810,1.46E+09,1.46E+09,1
273191300,1.36E+09,1.36E+09,1
273191300,1.44E+09,1.44E+09,1
273195200,1.44E+09,1.44E+09,1
273210110,1.34E+09,1.34E+09,1
273210110,1.34E+09,1.34E+09,1
273210110,1.34E+09,1.34E+09,1
273210110,1.37E+09,1.37E+09,1
273210110,1.37E+09,1.37E+09,1
273210110,1.43E+09,1.43E+09,1
273210110,1.44E+09,1.44E+09,1
273210110,1.44E+09,1.44E+09,1
273210110,1.44E+09,1.44E+09,1
273210110,1.44E+09,1.44E+09,1
273210110,1.46E+09,1.46E+09,1
273210110,1.46E+09,1.46E+09,1
273211110,1.33E+09,1.33E+09,1
273211110,1.33E+09,1.33E+09,1
273211110,1.33E+09,1.33E+09,1
273211110,1.43E+09,1.43E+09,1
273211110,1.43E+09,1.43E+09,1
273211110,1.46E+09,1.46E+09,1
273211110,1.46E+09,1.46E+09,1
273211110,1.46E+09,1.46E+09,1
273211110,1.46E+09,1.46E+09,1
273211110,1.46E+09,1.46E+09,1
273211110,1.46E+09,1.46E+09,1
273219900,1.36E+09,1.36E+09,1
273219900,1.36E+09,1.36E+09,1
273219900,1.36E+09,1.36E+09,1
273219900,1.39E+09,1.39E+09,1
273219900,1.39E+09,1.39E+09,1
273219900,1.43E+09,1.43E+09,1
273219900,1.44E+09,1.44E+09,1
273219900,1.44E+09,1.44E+09,1
273219900,1.44E+09,1.44E+09,1
273219900,1.44E+09,1.44E+09,1
273219900,1.44E+09,1.44E+09,1
273219900,1.44E+09,1.44E+09,1
273219900,1.46E+09,1.46E+09,1
